,Text,Label
1627,plus movie rather modest budget fast running time amazing job,positive
1628,exceptional actor played role many film era proud black man accused white man south,positive
1629,love lucy,positive
1630,see kid open amazing dialog far race relation come last year,positive
1631,see film,positive
1632,year however reminded u still top game adaptation james dead,positive
1633,discomfort life come within huston portrayal,positive
1634,disappointed could oscar,negative
1635,slow,negative
1636,lot hole plot there nothing became nothing spend year childhood mature age,negative
1637,dont waste time,negative
1638,end day one worst action movie ive ever seen,negative
1639,doesnt know make action movie screenwriter air one write script big sum money,negative
1640,one worst film ever seen,negative
1641,im still trying get bad,negative
1642,movie possibly one work horror ever,positive
1643,everything could want suspense drama comedy confusing american brain eating youre looking movie look no,positive
1644,great sound effect impressive special effect cant recommend movie enough call nut think one best movie ever great character actor peter hour minute horrible acting mess script feeling good lord thinking lot hole script like bad two hour tv movie imagine every single one made wrong dialogue atrocious acting beyond abysmal everything stink trouble writing directing make impossible thing make movie watchable like character story theme worse there incredibly weak thrown little go working story dumb pointless complete waste time short dont bother movie wont spoil ending pretty amazing best scene movie end wont spoil ever writer director ability two highly result achievement made timely perhaps disturbing distorted film not easily excellent totally believable great actor subtle comedy movie recent year character interesting even bit predictable highly recommended although set probably not appreciate subtle reference certainly appreciate one scene particular great movie also story acting weak around pm bought around pm started watch around pm fast remaining film see anything left watchable human brain wasnt either way suck script stupid story start fast absolutely no suspense slightest everything say either laughable plain stupid hell kind crap there plot hole could drive hole thing good film amazing plain suck cant act one least scary ever seen cant write write damn movie sleep bored throughout whole damn thing acting suck music suck script suck pacing suck special fx suck directing suck basically movie suck film try serious flick fails probably one least effective utterly film ever seen entire life piece garbage avoid cost rate film stink not funny fulci stayed giallo movie avoid film cost dont know happened season five mess consistent holding series together amazing performance two quiet conflict movie really dislike one boring horror movie mainly start slow boring atmosphere puppet look really cheesy not good way like master story lame not interesting never really puppet arent death scene like previous movie fx terrible felt asleep first time watched recommend fact film wonderful tale two people dream best part betty,positive
1645,director neil us dream reality along touching drama hilarious comedy never tell going happen next,positive
1646,otherwise dont even waste time,negative
1647,one fails create real suspense,negative
1648,killer dont expect anything original even remotely frightening,negative
1649,however pretty good acting least type film,positive
1650,im sorry really cant recommend anyone,negative
1651,one movie ever seen,negative
1652,plot line plot line,negative
1653,hated,negative
1654,one worst sandra bullock movie since speed not quite bad,negative
1655,dont understand garbage got movie store not even real movie,negative
1656,highly doubt anyone could ever like trash,negative
1657,not,negative
1658,acting like watching wooden puppet moving around reading book thats bad,negative
1659,not rent movie thing never seen,negative
1660,saw short film day absolutely loved,positive
1661,didnt realize wonderful short really last two scene,positive
1662,excellent short film,positive
1663,hopefully director james turn short feature length film cast u whole new film,positive
1664,movie pretty bad,negative
1665,character even good guy especially bad guy,negative
1666,story line totally predictable,negative
1667,not much dialogue not much music whole film shot like,positive
1668,ive seen intelligent movie,negative
1669,bad character bad story bad acting,negative
1670,really awful,negative
1671,not easy watch,negative
1672,funny clever hip like previous film hype,positive
1673,long time didnt see actor screen,positive
1674,written wonderful story loneliness built one character seen movie recent year,positive
1675,movie not completely perfect stay long time movie,positive
1676,rate movie,positive
1677,not know emilio directorial pacing interplay development character well clever camera work surrounding character play suggest natural eye,positive
1678,interplay martin emilio contains wonderful chemistry saw wall street martin,positive
1679,wonderful character subtle character play lord,positive
1680,reader already seen one miyazakis film still top form made another worthwhile experience,positive
1681,never character good genuine heart believable problem,positive
1682,two main character may two believable child ever saw put screen,positive
1683,easy love even easy identify,positive
1684,movie enjoy visual,positive
1685,scenery two beautiful,positive
1686,story also funny time,positive
1687,people like european film art movie like movie,positive
1688,truly art actually lot art,positive
1689,go rent,positive
1690,however finally watching film realized not closed mind brilliance depicts also found watching,positive
1691,one movie never cease interest simply keep try attempt,positive
1692,brilliance indeed,positive
1693,liked movie like better yet think youll appreciate thought provoking experience film give,positive
1694,think film like,positive
1695,simply beautiful,positive
1696,play role tale book writer maybe written,positive
1697,fun fast paced fairly portrayal night,positive
1698,present yet serious portrayal ups character life,positive
1699,whatever avoid good human,negative
1700,bad everyone else involved didnt share level dedication quality wed far better film hand subpar mess,negative
1701,movie seemed little slow first,negative
1702,speed got right point,positive
1703,showed exactly reason gadget,positive
1704,enjoyed,positive
1705,recommended friend,positive
1706,particularly pleased acting ability,positive
1707,actor truly understand become particular character delivering convincing performance,positive
1708,chemistry entire film genuine,positive
1709,film dialogue natural real life,positive
1710,writer undoubtedly reference industry,positive
1711,incredible soundtrack truly essence film,positive
1712,track command sentiment actually contributing scene character,positive
1713,definitely worth seeing sort thought provoking film force question threshold loneliness,positive
1714,hayao miyazakis latest eighth film studio ghibili gake no ue no ponyo ponyo cliff sea wonderfully fun imaginative look childhood,positive
1715,time seems film animation dominated disneypixars cgi masterpiece refreshing comforting know miyazaki still relying traditional handdrawn animation tell charming enchanting story,positive
1716,enough not said remarkable animation film,positive
1717,art style appearance crayonpencil drawing wonderfully colorful fanciful,positive
1718,act film glad youre gonna drift away earth far possible,negative
1719,one want surf small wave space movie deep impact armageddon one fails everywhere,negative
1720,havent choked vomit end cheap drama worthless dialogue youve must bored death waste time,negative
1721,still make super ending depicts great sea vessel taken mighty frost,positive
1722,consider excellent story solid acting look film added bonus,positive
1723,instead got bore fest whiny spoiled brat babysitting,negative
1724,watched two sunday ago march th began really enjoy time taped entire thing,positive
1725,well acted done tv movie,positive
1726,judith light one favorite actress think superb job film,positive
1727,keep watching,positive
1728,sad movie good,positive
1729,not seen movie definitely recommend,positive
1730,lovely usual cutie,positive
1731,still quite interesting entertaining follow,positive
1732,recommend confidence,positive
1733,movie wellbalanced comedy drama thoroughly enjoyed,positive
1734,riot see hugo weaving play sexobsessed gay real estate salesman us client house tryst flaming darren tom hollander,positive
1735,anyway plot flowed smoothly malebonding scene hoot,positive
1736,opening sequence gem classic cat n mouse game follow delight watch,positive
1737,fan genre heaven,positive
1738,lange become great actress,positive
1739,looked like wonderful story,positive
1740,never walked movie faster,negative
1741,got bored watching jessice lange take clothes,negative
1742,unfortunately virtue film production work lost regrettable script,negative
1743,word embarrassing,negative
1744,exceptionally bad,negative
1745,insult one intelligence huge waste money,negative
1746,wow loved place,positive
1747,crust not good,negative
1748,not tasty texture nasty,negative
1749,stopped late may bank holiday rick steve recommendation loved,positive
1750,selection menu great price,positive
1751,getting angry want damn pho,negative
1752,honeslty didnt taste fresh,negative
1753,potato like rubber could tell made ahead time kept warmer,negative
1754,fry great,positive
1755,great touch,positive
1756,service prompt,positive
1757,would not go back,negative
1758,cashier no care ever say still ended wayyy overpriced,negative
1759,tried cape cod ravoli chickenwith cranberrymmmm,positive
1760,disgusted pretty sure human hair,negative
1761,shocked no sign,negative
1762,highly recommended,positive
1763,waitress little slow service,negative
1764,place not worth time let alone vega,negative
1765,not like,negative
1766,blah,negative
1767,food amazing,positive
1768,service also cute,positive
1769,could care le beautiful,positive
1770,performed,positive
1771,thats red stuff good,positive
1772,never brought salad asked,negative
1773,wall great mexican street taco friendly staff,positive
1774,took hour get food table restaurant food warm running around like totally overwhelmed,negative
1775,worst salmon sashimi,negative
1776,also like burger fry beer decent deal,positive
1777,like final,negative
1778,found place could not happier,positive
1779,seems like good quick place bite familiar food favor look elsewhere,negative
1780,overall like place lot,positive
1781,redeeming quality restaurant inexpensive,positive
1782,ample portion good price,positive
1783,poor service waiter made feel like stupid every time came table,negative
1784,first visit delight,positive
1785,service suck,negative
1786,shrimp tender moist,positive
1787,not deal good enough would drag establishment,negative
1788,hard judge whether side good grossed didnt want eat fear getting sick,negative
1789,positive note server attentive provided great service,positive
1790,frozen worst people behind,negative
1791,thing like prime dessert,positive
1792,bad food damn generic,negative
1793,burger good beef cooked right,positive
1794,want sandwich go,positive
1795,side greek salad greek dressing tasty pita hummus refreshing,positive
1796,ordered duck rare tender inside nice char outside,positive
1797,came running u realized husband left sunglass table,positive
1798,chow good,positive
1799,horrible attitude towards customer talk one customer dont enjoy food,negative
1800,portion huge,positive
1801,loved server great food wonderful imaginative menu,positive
1802,heart attack grill downtown vega absolutely excuse restaurant,negative
1803,not much seafood like pasta bottom,negative
1804,salad right amount sauce not power scallop perfectly cooked,positive
1805,ripped not ripped tasteless,negative
1806,least think refill water struggle wave minute,negative
1807,place star appetizer,positive
1808,delicious,positive
1809,wed definitely go back,positive
1810,glad found place,positive
1811,great food service huge portion give discount,positive
1812,always great time,positive
1813,back second time still amazing,positive
1814,got food apparently never heard salt batter fish chewy,negative
1815,great way finish great,positive
1816,deal included drink went beyond expected,positive
1817,really really good rice time,positive
1818,service meh,negative
1819,took min get nothing,negative
1820,guess known place would suck inside didnt use sense,negative
1821,scallop dish quite appalling value well,negative
1822,time bad customer service,negative
1823,sweet potato fry good seasoned well,positive
1824,today second time ive lunch buffet pretty good,positive
1825,much good food vega feel wasting eating opportunity going rice company,negative
1826,coming like underwhelming relationship cant wait person ask break,negative
1827,walked place like old grease trap others eating,negative
1828,turkey roast beef bland,negative
1829,place,positive
1830,everyone taste like sugary disaster six year old,negative
1831,love pho spring roll oh yummy try,positive
1832,poor batter meat ratio made chicken tender unsatisfying,negative
1833,say food amazing,positive
1834,omelet die,positive
1835,everything fresh delicious,positive
1836,summary largely disappointing dining experience,negative
1837,like really sexy party mouth youre outrageously flirting hottest person party,positive
1838,never hard never ever step,negative
1839,best breakfast buffet,positive
1840,say bye bye tip lady,negative
1841,well never go,negative
1842,back,positive
1843,food arrived quickly,positive
1844,not good,negative
1845,side cafe serf really good food,positive
1846,server fantastic found wife love roasted garlic marrow added extra meal another marrow go,positive
1847,good thing waiter helpful kept coming,positive
1848,best buffet town price cannot beat,positive
1849,loved cooked wine duck tender potato dish delicious,positive
1850,one better,positive
1851,went fantastic afternoon,positive
1852,food delicious bartender attentive got great deal,positive
1853,ambience wonderful music playing,positive
1854,go back next trip,positive
1855,good,positive
1856,real sushi lover let honest not good,negative
1857,least min passed u ordering food wasnt busy,negative
1858,really fantastic thai restaurant definitely worth visit,positive
1859,nice spicy tender,positive
1860,good price,positive
1861,check,positive
1862,pretty gross,negative
1863,ive better atmosphere,negative
1864,kind hard mess steak,negative
1865,although much liked look sound place experience bit disappointing,negative
1866,dont know place managed served food ever eaten preparing indian,negative
1867,worst service boot least,negative
1868,service fine waitress friendly,positive
1869,guy steak steak son steak best worst place said best steak he ever eaten,positive
1870,thought youd away get good sushi place really hit spot night,positive
1871,staff lack better word,negative
1872,bland not place number reason dont want waste time bad ill leave,negative
1873,phenomenal food service ambiance,positive
1874,wouldnt return,negative
1875,definitely worth strip pork belly return next time im vega,positive
1876,place way overpriced mediocre food,negative
1877,excellent,positive
1878,good selection food including massive sandwich chicken wrap delish tuna melt tasty burger,positive
1879,management rude,negative
1880,delicious nyc bagel good selection cream cheese real even,positive
1881,great subway fact good come every subway not expectation,positive
1882,seriously solid breakfast,positive
1883,one best bar food vega,positive
1884,extremely rude really many restaurant would love dine vega,negative
1885,drink never empty made really great menu,positive
1886,dont,negative
1887,waiter wasnt helpful friendly rarely checked u,negative
1888,husband ate lunch disappointed food service,negative
1889,red curry much wasnt tasty,negative
1890,nice top feel like done cover subpar food,positive
1891,bathroom clean place well decorated,positive
1892,menu always changing food quality going service extremely slow,negative
1893,service little slow considering served people server food coming slow pace,negative
1894,give thumb,negative
1895,watched waiter pay lot attention table u,negative
1896,came day greeted seated right away,positive
1897,great restaurant bay,positive
1898,waited five minute,negative
1899,came salad stale,negative
1900,highlight great quality,positive
1901,staff friendly joint always clean,positive
1902,different cut piece day still wonderful tender well well,positive
1903,ordered pasta first time id really excellent pasta since going free several year ago,positive
1904,place good,positive
1905,unfortunately must hit bakery day everything ordered stale,negative
1906,came back today since still not impressed,negative
1907,seated immediately,positive
1908,menu reasonably priced,positive
1909,avoid cost,negative
1910,restaurant always full never wait,positive
1911,delicious,positive
1912,place one best place eat phoenix metro area,positive
1913,dont go looking good food,negative
1914,ive never treated bad,negative
1915,bacon,positive
1916,also ordered salad sad dressing literally zero taste,negative
1917,really vega fine dining used right menu lady no price,positive
1918,friendly,positive
1919,dish not missed curry lover,positive
1920,everything menu terrific also thrilled made amazing vegetarian daughter,positive
1921,perhaps caught night judging review im not go back,negative
1922,service leaf lot,negative
1923,atmosphere modern hip touch,positive
1924,not definitely place come back every,positive
1925,literally sat minute no one take order,negative
1926,burger absolutely no flavor meat totally bland burger overcooked no charcoal flavor,negative
1927,also decided not send back waitress looked like heart attack,negative
1928,treated,negative
1929,probably dirt,negative
1930,love place spot want something healthy not lacking flavor,positive
1931,ordered ice also incredible,positive
1932,food sucked expected sucked could,negative
1933,interesting decor,positive
1934,really like station,positive
1935,also served hot bread butter home made potato chip bacon original good,positive
1936,watch preparing delicious food,positive
1937,egg roll fantastic,positive
1938,order arrived one gyro,negative
1939,salad wing ice cream dessert left feeling quite satisfied,positive
1940,im not really sure best hot dog valley reader phoenix,negative
1941,best place go tasty bowl pho,positive
1942,live music totally,negative
1943,ive never insulted felt disrespected,negative
1944,friendly staff,positive
1945,worth drive,positive
1946,heard good thing place every hope could,positive
1947,food great,positive
1948,warm beer didnt help,negative
1949,great brunch spot,positive
1950,service friendly,positive
1951,good lunch spot,positive
1952,ive lived since first last time ive place,negative
1953,worst experience ever,negative
1954,must night place,negative
1955,side delish gold puree white corn,positive
1956,bug never showed would given sure side wall bug kitchen,negative
1957,minute waiting salad realized wasnt coming time soon,negative
1958,friend loved salmon,positive
1959,wont go back,negative
1960,extremely tasty,positive
1961,waitress good though,positive
1962,soggy not good,negative
1963,delicious,positive
1964,small not worth price,negative
1965,food order,positive
1966,shower area outside not take full shower unless dont mind everyone see,negative
1967,service bit lacking,negative
1968,lobster bisque filet needed salt course none table,negative
1969,hopefully going business someone cook come,negative
1970,either cold not enough flavor bad,negative
1971,loved bacon,positive
1972,unbelievable bargain,positive
1973,folk always make u feel special,positive
1974,also,negative
1975,place first pho amazing,positive
1976,wonderful experience made place whenever town,positive
1977,food isnt bad enough enjoy dealing people,negative
1978,fun chef,positive
1979,ordered double cheeseburger got single falling apart picture yeah still suck,negative
1980,great place couple drink watch event covered,positive
1981,possible give zero star,negative
1982,said yum yum sauce another said sauce yet another said spicy none roll,negative
1983,id say would decision honestly m dish taste supposed taste amazing,positive
1984,not eye may stayed not sure go back try,negative
1985,everyone attentive excellent customer service,positive
1986,horrible dont waste time money,negative
1987,dish quite,positive
1988,time side restaurant almost empty no excuse,negative
1989,wasnt busy either also building cold,negative
1990,like reviewer said couldnt pay eat place,negative
1991,drink took close minute come one point,negative
1992,seriously flavorful delight folk,positive
1993,much better sushi place went vega,positive
1994,lighting dark enough set,positive
1995,subpar service received no effort show business wont going back,negative
1996,owner really great people,positive
1997,nothing,negative
1998,greek dressing creamy flavorful,positive
1999,overall dont think would take parent place made similar complaint felt,negative
2000,pizza good sauce tasty,positive
2001,table service pretty fast,positive
2002,fantastic service,positive
2003,well wouldve given zero star possible,negative
2004,know make,positive
2005,tough short flavor,negative
2006,hope place stick around,positive
2007,bar vega not ever charged tap water,negative
2008,restaurant atmosphere exquisite,positive
2009,good service clean inexpensive boot,positive
2010,seafood fresh generous portion,positive
2011,plus buck,positive
2012,service not par either,negative
2013,thus far twice food absolutely delicious time,positive
2014,good year ago,positive
2015,self coffee cafe disappointed,negative
2016,world,positive
2017,cant go wrong food,positive
2018,cant beat,positive
2019,stopped place friendly kind staff,positive
2020,friendly good job,positive
2021,ive better not boba tea even pho,negative
2022,liked patio service outstanding,positive
2023,taco didnt meat wow flavor,positive
2024,think not,negative
2025,salad pretty bland not getting,negative
2026,went bachi burger friend recommendation not disappointed,positive
2027,service stink,negative
2028,waited waited,negative
2029,place not quality sushi not quality restaurant,negative
2030,would definitely recommend wing well pizza,positive
2031,great pizza salad,positive
2032,thing went wrong,negative
2033,waited hour breakfast could done time better home,negative
2034,place amazing,positive
2035,hate husband disappointed place,negative
2036,waited hour never got either pizza many around u came later,negative
2037,dont know slow,negative
2038,staff great food delish incredible beer selection,positive
2039,live neighborhood disappointed wont back convenient location,negative
2040,didnt know pulled pork could soooo delicious,positive
2041,get incredibly fresh fish prepared care,positive
2042,go gave star rating please know third time eating bachi burger writing review,negative
2043,love fact everything menu worth,positive
2044,never dining place,negative
2045,food excellent service good,positive
2046,good beer drink selection good food selection,positive
2047,please stay away shrimp stir fried,negative
2048,potato order sad could probably many chip box probably around,negative
2049,food really boring,negative
2050,good,positive
2051,never see another,negative
2052,never ever go back,negative
2053,much id like go back cant get passed atrocious service never return,negative
2054,summer dine charming patio delightful,positive
2055,not expect good,positive
2056,fantastic food,positive
2057,ordered toasted english came,negative
2058,food good,positive
2059,never going back,negative
2060,great food price high quality house made,positive
2061,boy hand rude,negative
2062,point friend basically place joke didnt mind making known,negative
2063,back good fare reasonable pricing tell public back old way,positive
2064,considering two u left full happy cant go wrong,positive
2065,bread made,positive
2066,service,negative
2067,also fry without doubt worst fry ive ever,negative
2068,service exceptional food good review,positive
2069,couple month later returned amazing meal,positive
2070,favorite place town,positive
2071,black sweet potato,positive
2072,wont disappointed,positive
2073,could serve may make better overall dish still good,positive
2074,go far many place ive never seen restaurant serf egg breakfast especially,negative
2075,mom got home immediately got sick bite salad,negative
2076,server not pleasant deal dont always pizza,negative
2077,truly good glad went back,positive
2078,fantastic service pleased atmosphere,positive
2079,everything gross,negative
2080,love place,positive
2081,great service food,positive
2082,first bathroom location dirty seat not plain,negative
2083,burger got gold standard burger kind disappointed,negative
2084,omg food,positive
2085,nothing authentic place,negative
2086,nothing special whatsoever,negative
2087,dish salmon best great,positive
2088,vegetable fresh sauce feel like authentic thai,positive
2089,worth driving,positive
2090,selection probably worst ive seen none,negative
2091,pretty good beer selection,positive
2092,place like better,positive
2093,atmosphere fun fresh appetizer steak steak,positive
2094,star brick oven bread,positive
2095,eaten multiple time time food delicious,positive
2096,sat another ten minute finally gave left,negative
2097,terrible,negative
2098,everyone treated equally special,positive
2099,shouldnt take min pancake egg,negative
2100,delicious,positive
2101,good side staff pleasant real treat,positive
2102,steak place sharply avoid next trip vega,negative
2103,always evening wonderful food delicious,positive
2104,best fish ive ever life,positive
2105,bathroom next door nice,positive
2106,buffet small food bland,negative
2107,outstanding little restaurant best food ever tasted,positive
2108,pretty cool would say,positive
2109,definitely turn doubt ill back unless someone else buying,negative
2110,server great job large table,positive
2111,find wasting food wasnt food,negative
2112,wife lobster bisque soup lukewarm,negative
2113,would come back sushi vega,positive
2114,staff great ambiance great,positive
2115,deserves star,positive
2116,left stomach felt sick rest day,negative
2117,dropped ball,negative
2118,dining space tiny decorated comfortable,positive
2119,order way youd like usual eggplant green stir fry love,positive
2120,bean rice mediocre best,negative
2121,best taco town far,positive
2122,took back money got,negative
2123,interesting part town place amazing,positive
2124,rude management,negative
2125,staff not friendly wait time served horrible no one even say first minute,negative
2126,wont back,negative
2127,great,positive
2128,service definitely recommend,positive
2129,food terrible,negative
2130,never ever go back told many people happened,negative
2131,dont recommend unless car break front,negative
2132,come back every time im vega,positive
2133,place deserves one star food,negative
2134,disgrace,negative
2135,coming back bowl next time,positive
2136,want healthy authentic food try place,positive
2137,continue come lady night date night highly recommend place anyone area,positive
2138,several time past experience always great,positive
2139,walked away stuffed happy first vega buffet experience,positive
2140,service excellent price pretty reasonable considering vega inside mall,positive
2141,food incredible nothing brings joy quite like memory,positive
2142,im probably one people ever go not like,negative
2143,kid pizza always hit lot great side dish option,positive
2144,service perfect family atmosphere nice see,positive
2145,cooked perfection service impeccable,positive
2146,one simply disappointment,negative
2147,overall disappointed quality food,negative
2148,dont know im getting,negative
2149,great place eat little mom pop bay area,positive
2150,today first taste hot dog tell ever thought possible,positive
2151,left,negative
2152,ill definitely soon,positive
2153,food really good got full fast,positive
2154,service fantastic,positive
2155,total waste time,negative
2156,dont know kind best tea,positive
2157,come leave happy stuffed,positive
2158,service give no star,negative
2159,assure wont disappointed,positive
2160,take little bad service food suck,negative
2161,gave trying eat crust teeth still,negative
2162,completely grossed,negative
2163,really enjoyed eating,positive
2164,first time going think quickly become regular,positive
2165,server nice even though looked little overwhelmed need stayed professional friendly end,positive
2166,dinner told fresh nice texture taste,positive
2167,right next table large pile green,negative
2168,cant even find hour website,negative
2169,weve tried like place time think done,negative
2170,mistake,negative
2171,no complaint,positive
2172,seriously good pizza im,positive
2173,waiter,negative
2174,want,negative
2175,nicest restaurant owner ive ever come,positive
2176,never come,negative
2177,loved biscuit,positive
2178,service quick friendly,positive
2179,ordered took minute pizza another minute,negative
2180,fantastic,positive
2181,huge awkward piece cow fat,negative
2182,definitely come back,positive
2183,like dark feel like bar,positive
2184,wow spicy delicious,positive
2185,youre not familiar check,positive
2186,ill take business dinner dollar elsewhere,negative
2187,id love go back,positive
2188,anyway restaurant wonderful,positive
2189,nothing special,negative
2190,day week different deal delicious,positive
2191,not mention combination bacon big winner,positive
2192,not back,negative
2193,sauce tasteless,negative
2194,food delicious spicy enough sure ask way,positive
2195,steak cooked perfectly great flavor,positive
2196,dont think well going back anytime soon,negative
2197,food,positive
2198,far sushi definitely tell difference good food bad food certainly bad food,negative
2199,insulted,negative
2200,last time lunch bad,negative
2201,chicken wing contained driest chicken meat ever eaten,negative
2202,food good enjoyed every enjoyable small family etc,positive
2203,think great,positive
2204,best tot,positive
2205,loved place,positive
2206,definitely not worth paid,negative
2207,ice cream creamy fresh enough,positive
2208,im time new spot,positive
2209,manager worst,negative
2210,inside really quite nice clean,positive
2211,food outstanding price reasonable,positive
2212,dont think ill running back anytime soon food,negative
2213,due fact took minute acknowledged another minute get kept forgetting thing,negative
2214,love margarita,positive
2215,first vega buffet not disappoint,positive
2216,good though,positive
2217,one note could use,negative
2218,great pork sandwich,positive
2219,dont waste time,negative
2220,total would much rather go flower coffee,negative
2221,third cheese friend burger cold,negative
2222,enjoy pizza brunch,positive
2223,steak well also perfectly cooked,positive
2224,group would handled u beautifully,positive
2225,loved,positive
2226,asked bill leave without eating didnt bring either,negative
2227,place vega exactly ive hoping find nearly ten year living,positive
2228,seafood limited shrimp crab leg crab leg definitely not taste fresh,negative
2229,selection food not best,negative
2230,delicious absolutely back,positive
2231,isnt small family restaurant fine dining establishment,positive
2232,extraordinary liked sliced white,positive
2233,dont think back long time,negative
2234,gas station rarely good sign,negative
2235,awesome,positive
2236,back many time soon,positive
2237,menu much good stuff could not,positive
2238,worse right front horrible,negative
2239,conclusion filling meal,positive
2240,always hit group,positive
2241,struck,negative
2242,also really good pretty large,positive
2243,first experience delicious,positive
2244,monster chicken fried steak egg time favorite,positive
2245,waitress sweet funny,positive
2246,also taste pancake butter amazing delicious,positive
2247,id rather eat food seriously,negative
2248,cant say enough good thing place,positive
2249,ambiance incredible,positive
2250,waitress manager friendly,positive
2251,would not recommend place,negative
2252,overall wasnt impressed,negative
2253,basically,negative
2254,terrible service,negative
2255,thoroughly disappointed,negative
2256,dont much pasta love homemade hand made thin pizza,positive
2257,give try happy,positive
2258,far best ever,positive
2259,reasonably priced also,positive
2260,everything perfect night,positive
2261,food good typical bar food,positive
2262,drive get,negative
2263,first glance lovely bakery cafe nice ambiance clean friendly staff,positive
2264,anyway not think go back,negative
2265,point item menu order wont disappointed,positive
2266,oh thing restaurant,positive
2267,havent gone go,positive
2268,meal,negative
2269,first time might last,negative
2270,burger amazing,positive
2271,delivery man not say word food minute late,negative
2272,way expensive,negative
2273,sure order dessert even need pack die,positive
2274,first time cant wait next,positive
2275,bartender also nice,positive
2276,everything good tasty,positive
2277,place two thumb,positive
2278,best place vega breakfast check sat,positive
2279,love authentic mexican food want whole bunch interesting yet delicious choose need try place,positive
2280,terrible management,negative
2281,excellent new restaurant experienced,positive
2282,zero star would give zero star,negative
2283,great steak great side great wine amazing dessert,positive
2284,worst ever,negative
2285,steak shrimp opinion best entree,positive
2286,opportunity today sample amazing pizza,positive
2287,waited minute seated although table folk waiting,negative
2288,melt mouth fresh,positive
2289,wont try going back even empty,negative
2290,no im going eat potato found hair,negative
2291,spicy enough perfect actually,positive
2292,last night second time dining happy decided go back,positive
2293,not even right,negative
2294,dessert bit strange,negative
2295,boyfriend came first time recent trip vega could not pleased quality food service,positive
2296,really recommend place go wrong place,positive
2297,nice ambiance,positive
2298,would recommend room,positive
2299,guess maybe went night,negative
2300,however recent experience particular location not good,negative
2301,know not like restaurant something,negative
2302,avoid establishment,negative
2303,think restaurant not trying hard enough,negative
2304,tapa dish delicious,positive
2305,heart place,positive
2306,salad bland vinegrette baby heart palm,negative
2307,two felt disgusting,negative
2308,good time,positive
2309,believe place great stop huge belly sushi,positive
2310,generous portion great taste,positive
2311,never go back place never ever recommended place anyone,negative
2312,server went back forth several time not even much helped,negative
2313,food delicious,positive
2314,hour seriously,negative
2315,consider,negative
2316,location need complete,negative
2317,recently poor quality management towards guest well,negative
2318,waited waited waited,negative
2319,also came back check u excellent service,positive
2320,server super nice checked u many time,positive
2321,pizza tasted old super chewy not good way,negative
2322,give try deeply disappointed,negative
2323,service good company better,positive
2324,staff also friendly,positive
2325,service im fan quick youre served nice folk,positive
2326,boy dry,negative
2327,rated,negative
2328,look authentic thai food go else,negative
2329,steak recommended,positive
2330,pulled car waited another minute acknowledged,negative
2331,great food great service clean friendly setting,positive
2332,assure ill back,positive
2333,hate thing much cheap quality black,negative
2334,breakfast great beautiful presentation toast lightly,positive
2335,kid play area nasty,negative
2336,great place take eat,positive
2337,waitress friendly happy option,positive
2338,omg felt like never eaten thai food dish,positive
2339,extremely pretty tasteless,negative
2340,color instead nice char no flavor,negative
2341,also taste homemade extra plus,positive
2342,got home see driest damn wing ever,negative
2343,regular stop phoenix,positive
2344,really enjoyed even told friend best breakfast,positive
2345,not good money,negative
2346,miss wish one,positive
2347,got sitting fairly fast ended waiting minute place order another minute food arrived,negative
2348,also best cheese crisp town,positive
2349,good value great food great service,positive
2350,couldnt ask satisfying meal,positive
2351,food good,positive
2352,awesome,positive
2353,wanted leave,negative
2354,made drive way not one bit disappointed,positive
2355,not eating,negative
2356,owner really really need quit cheap let wrap sandwich two not one,negative
2357,checked place couple year ago not impressed,negative
2358,chicken got definitely ok cold soggy,negative
2359,sorry not getting food anytime soon,negative
2360,must visit,positive
2361,cow tongue cheek taco amazing,positive
2362,friend not like,negative
2363,despite hard rate actually rare give star,negative
2364,really want make experience good one,positive
2365,not return,negative
2366,chicken pho tasted bland,negative
2367,disappointing,negative
2368,grilled chicken tender,positive
2369,drive thru mean not want wait around half hour food somehow end going make u wait wait,negative
2370,pretty awesome place,positive
2371,ambience perfect,positive
2372,best luck rude service focused new management,negative
2373,make roasted chicken better one,negative
2374,asked multiple time wine list time went got one,negative
2375,staff always super friendly helpful especially cool bring two small baby,positive
2376,four star food guy blue great vibe still letting u eat,positive
2377,roast beef sandwich tasted really good,positive
2378,evening sick,negative
2379,chicken chicken salad,positive
2380,ordered burger rare came well done,negative
2381,promptly greeted seated,positive
2382,tried go lunch,negative
2383,dead wrong sushi bar not quality great service fast food impeccable,positive
2384,waiting hour seated not greatest,negative
2385,good joint,positive
2386,good,positive
2387,im not eating,negative
2388,waiter attentive friendly,positive
2389,maybe werent cold would somewhat edible,negative
2390,place lot promise fails deliver,negative
2391,bad experience,negative
2392,mistake,negative
2393,food average best,negative
2394,great food,positive
2395,wont going back anytime soon,negative
2396,disappointed ordered big bay,negative
2397,great place awesome burger beer,positive
2398,perfect family meal get together friend,positive
2399,not much flavor poorly constructed,negative
2400,patio seating comfortable,positive
2401,fried rice dry well,negative
2402,hand favorite italian restaurant,positive
2403,legit also pretty rare vega,positive
2404,not fun experience,positive
2405,atmosphere great lovely playing song,positive
2406,personally love hummus pita amazing eggplant,positive
2407,convenient since staying,positive
2408,owner super friendly staff,positive
2409,great,positive
2410,selection,positive
2411,sweet potato tot good perfection close,positive
2412,staff attentive,positive
2413,chef generous time even came around twice take picture,positive
2414,owner used work place really similar half price,positive
